 Ó‰,ÔªøProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
16001,477,20200426,20200508,20200503,19627,SO56805,4.99
16002,376,20200426,20200508,20200503,20710,SO56806,2443.35
16003,479,20200426,20200508,20200503,20710,SO56806,8.99
16004,477,20200426,20200508,20200503,20710,SO56806,4.99
16005,480,20200426,20200508,20200503,11634,SO56807,2.29
16006,529,20200426,20200508,20200503,25171,SO56808,3.99
16007,540,20200426,20200508,20200503,25171,SO56808,32.60
16008,535,20200426,20200508,20200503,25893,SO56809,24.99
16009,540,20200426,20200508,20200503,24396,SO56810,32.60
16010,529,20200426,20200508,20200503,24396,SO56810,3.99
16011,480,20200426,20200508,20200503,24396,SO56810,2.29
16012,535,20200426,20200508,20200503,25336,SO56811,24.99
16013,528,20200426,20200508,20200503,22367,SO56812,4.99
16014,536,20200426,20200508,20200503,22367,SO56812,29.99
16015,222,20200426,20200508,20200503,22367,SO56812,34.99
16016,474,20200426,20200508,20200503,20184,SO56813,69.99
16017,490,20200426,20200508,20200503,20184,SO56813,53.99
16018,465,20200426,20200508,20200503,11719,SO56814,24.49
16019,474,20200426,20200508,20200503,11719,SO56814,69.99
16020,475,20200426,20200508,20200503,18853,SO56815,69.99
16021,477,20200426,20200508,20200503,11091,SO56816,4.99
16022,528,20200426,20200508,20200503,16134,SO56817,4.99
16023,481,20200426,20200508,20200503,16134,SO56817,8.99
16024,528,20200426,20200508,20200503,15431,SO56818,4.99
16025,480,20200426,20200508,20200503,15431,SO56818,2.29
16026,485,20200426,20200508,20200503,14094,SO56819,21.98
16027,528,20200426,20200508,20200503,26700,SO56820,4.99
16028,480,20200426,20200508,20200503,26700,SO56820,2.29
16029,485,20200426,20200508,20200503,13914,SO56821,21.98
16030,228,20200426,20200508,20200503,13914,SO56821,49.99
16031,485,20200426,20200508,20200503,16193,SO56822,21.98
16032,471,20200426,20200508,20200503,16193,SO56822,63.50
16033,475,20200426,20200508,20200503,28725,SO56823,69.99
16034,225,20200426,20200508,20200503,28725,SO56823,8.99
16035,539,20200426,20200508,20200503,16438,SO56824,24.99
16036,538,20200426,20200508,20200503,21095,SO56825,21.49
16037,480,20200426,20200508,20200503,21095,SO56825,2.29
16038,484,20200426,20200508,20200503,21095,SO56825,7.95
16039,529,20200426,20200508,20200503,27945,SO56826,3.99
16040,225,20200426,20200508,20200503,27945,SO56826,8.99
16041,529,20200426,20200508,20200503,24108,SO56827,3.99
16042,541,20200426,20200508,20200503,14553,SO56828,28.99
16043,530,20200426,20200508,20200503,14553,SO56828,4.99
16044,217,20200426,20200508,20200503,14553,SO56828,34.99
16045,530,20200426,20200508,20200503,15444,SO56829,4.99
16046,237,20200426,20200508,20200503,15444,SO56829,49.99
16047,528,20200426,20200508,20200503,11505,SO56830,4.99
16048,537,20200426,20200508,20200503,11505,SO56830,35.00
16049,222,20200426,20200508,20200503,11505,SO56830,34.99
16050,537,20200426,20200508,20200503,12932,SO56831,35.00
16051,528,20200426,20200508,20200503,12932,SO56831,4.99
16052,485,20200426,20200508,20200503,16241,SO56832,21.98
16053,217,20200426,20200508,20200503,16241,SO56832,34.99
16054,222,20200426,20200508,20200503,12234,SO56833,34.99
16055,376,20200426,20200508,20200503,20376,SO56834,2443.35
16056,540,20200426,20200508,20200503,20376,SO56834,32.60
16057,359,20200426,20200508,20200503,11690,SO56835,2294.99
16058,485,20200426,20200508,20200503,11690,SO56835,21.98
16059,481,20200426,20200508,20200503,11690,SO56835,8.99
16060,363,20200426,20200508,20200503,11623,SO56836,2294.99
16061,528,20200426,20200508,20200503,11623,SO56836,4.99
16062,537,20200426,20200508,20200503,11623,SO56836,35.00
16063,217,20200426,20200508,20200503,11623,SO56836,34.99
16064,579,20200426,20200508,20200503,11388,SO56837,1214.85
16065,491,20200426,20200508,20200503,11388,SO56837,53.99
16066,225,20200426,20200508,20200503,16404,SO56838,8.99
16067,577,20200426,20200508,20200503,16404,SO56838,1214.85
16068,583,20200426,20200508,20200503,23116,SO56839,1700.99
16069,489,20200426,20200508,20200503,23116,SO56839,53.99
16070,605,20200426,20200508,20200503,20983,SO56840,539.99
16071,538,20200426,20200508,20200503,20983,SO56840,21.49
16072,529,20200426,20200508,20200503,20983,SO56840,3.99
16073,214,20200426,20200508,20200503,20983,SO56840,34.99
16074,584,20200426,20200508,20200503,28205,SO56841,539.99
16075,473,20200426,20200508,20200503,28205,SO56841,63.50
16076,380,20200426,20200508,20200503,19105,SO56842,2443.35
16077,214,20200426,20200508,20200503,19105,SO56842,34.99
16078,372,20200426,20200508,20200503,19568,SO56843,2443.35
16079,540,20200426,20200508,20200503,19568,SO56843,32.60
16080,529,20200426,20200508,20200503,19568,SO56843,3.99
16081,480,20200426,20200508,20200503,19568,SO56843,2.29
16082,376,20200426,20200508,20200503,19577,SO56844,2443.35
16083,477,20200426,20200508,20200503,19577,SO56844,4.99
16084,479,20200426,20200508,20200503,19577,SO56844,8.99
16085,480,20200426,20200508,20200503,19577,SO56844,2.29
16086,563,20200426,20200508,20200503,24818,SO56845,2384.07
16087,489,20200426,20200508,20200503,24818,SO56845,53.99
16088,605,20200426,20200508,20200503,22888,SO56846,539.99
16089,604,20200426,20200508,20200503,22067,SO56847,539.99
16090,388,20200426,20200508,20200503,19984,SO56848,1120.49
16091,488,20200426,20200508,20200503,19984,SO56848,53.99
16092,225,20200426,20200508,20200503,19984,SO56848,8.99
16093,390,20200426,20200508,20200503,19518,SO56849,1120.49
16094,228,20200426,20200508,20200503,19518,SO56849,49.99
16095,465,20200426,20200508,20200503,19518,SO56849,24.49
16096,574,20200426,20200508,20200503,28365,SO56850,2384.07
16097,479,20200426,20200508,20200503,28365,SO56850,8.99
16098,477,20200426,20200508,20200503,28365,SO56850,4.99
16099,214,20200426,20200508,20200503,28365,SO56850,34.99
16100,528,20200427,20200509,20200504,21363,SO56851,4.99
16101,528,20200427,20200509,20200504,21365,SO56852,4.99
16102,480,20200427,20200509,20200504,21365,SO56852,2.29
16103,530,20200427,20200509,20200504,23094,SO56853,4.99
16104,487,20200427,20200509,20200504,23094,SO56853,54.99
16105,484,20200427,20200509,20200504,23094,SO56853,7.95
16106,475,20200427,20200509,20200504,27358,SO56854,69.99
16107,482,20200427,20200509,20200504,27358,SO56854,8.99
16108,474,20200427,20200509,20200504,14087,SO56855,69.99
16109,473,20200427,20200509,20200504,14087,SO56855,63.50
16110,529,20200427,20200509,20200504,16185,SO56856,3.99
16111,484,20200427,20200509,20200504,13614,SO56857,7.95
16112,583,20200427,20200509,20200504,24834,SO56858,1700.99
16113,217,20200427,20200509,20200504,24834,SO56858,34.99
16114,225,20200427,20200509,20200504,24834,SO56858,8.99
16115,479,20200427,20200509,20200504,19961,SO56859,8.99
16116,372,20200427,20200509,20200504,22464,SO56860,2443.35
16117,529,20200427,20200509,20200504,11164,SO56861,3.99
16118,480,20200427,20200509,20200504,11164,SO56861,2.29
16119,234,20200427,20200509,20200504,11632,SO56862,49.99
16120,539,20200427,20200509,20200504,28803,SO56863,24.99
16121,480,20200427,20200509,20200504,28803,SO56863,2.29
16122,530,20200427,20200509,20200504,28281,SO56864,4.99
16123,480,20200427,20200509,20200504,28281,SO56864,2.29
16124,539,20200427,20200509,20200504,29173,SO56865,24.99
16125,480,20200427,20200509,20200504,29173,SO56865,2.29
16126,529,20200427,20200509,20200504,28633,SO56866,3.99
16127,539,20200427,20200509,20200504,28633,SO56866,24.99
16128,486,20200427,20200509,20200504,28633,SO56866,159.00
16129,538,20200427,20200509,20200504,27443,SO56867,21.49
16130,480,20200427,20200509,20200504,27443,SO56867,2.29
16131,541,20200427,20200509,20200504,16358,SO56868,28.99
16132,530,20200427,20200509,20200504,16358,SO56868,4.99
16133,535,20200427,20200509,20200504,11501,SO56869,24.99
16134,529,20200427,20200509,20200504,24419,SO56870,3.99
16135,540,20200427,20200509,20200504,24419,SO56870,32.60
16136,222,20200427,20200509,20200504,24419,SO56870,34.99
16137,528,20200427,20200509,20200504,26240,SO56871,4.99
16138,535,20200427,20200509,20200504,26240,SO56871,24.99
16139,477,20200427,20200509,20200504,21288,SO56872,4.99
16140,478,20200427,20200509,20200504,21288,SO56872,9.99
16141,475,20200427,20200509,20200504,16012,SO56873,69.99
16142,477,20200427,20200509,20200504,11922,SO56874,4.99
16143,487,20200427,20200509,20200504,11922,SO56874,54.99
16144,477,20200427,20200509,20200504,17357,SO56875,4.99
16145,528,20200427,20200509,20200504,15269,SO56876,4.99
16146,480,20200427,20200509,20200504,15269,SO56876,2.29
16147,485,20200427,20200509,20200504,15519,SO56877,21.98
16148,485,20200427,20200509,20200504,13308,SO56878,21.98
16149,484,20200427,20200509,20200504,13308,SO56878,7.95
16150,485,20200427,20200509,20200504,17217,SO56879,21.98
16151,237,20200427,20200509,20200504,17217,SO56879,49.99
16152,482,20200427,20200509,20200504,17217,SO56879,8.99
16153,535,20200427,20200509,20200504,19075,SO56880,24.99
16154,528,20200427,20200509,20200504,19075,SO56880,4.99
16155,217,20200427,20200509,20200504,19075,SO56880,34.99
16156,474,20200427,20200509,20200504,28514,SO56881,69.99
16157,225,20200427,20200509,20200504,28514,SO56881,8.99
16158,535,20200427,20200509,20200504,17886,SO56882,24.99
16159,477,20200427,20200509,20200504,17886,SO56882,4.99
16160,225,20200427,20200509,20200504,17886,SO56882,8.99
16161,536,20200427,20200509,20200504,20554,SO56883,29.99
16162,528,20200427,20200509,20200504,20554,SO56883,4.99
16163,477,20200427,20200509,20200504,22488,SO56884,4.99
16164,530,20200427,20200509,20200504,26389,SO56885,4.99
16165,541,20200427,20200509,20200504,26389,SO56885,28.99
16166,480,20200427,20200509,20200504,26389,SO56885,2.29
16167,530,20200427,20200509,20200504,24146,SO56886,4.99
16168,487,20200427,20200509,20200504,24146,SO56886,54.99
16169,530,20200427,20200509,20200504,25554,SO56887,4.99
16170,480,20200427,20200509,20200504,25554,SO56887,2.29
16171,528,20200427,20200509,20200504,12927,SO56888,4.99
16172,537,20200427,20200509,20200504,12927,SO56888,35.00
16173,217,20200427,20200509,20200504,12927,SO56888,34.99
16174,465,20200427,20200509,20200504,12927,SO56888,24.49
16175,528,20200427,20200509,20200504,11855,SO56889,4.99
16176,537,20200427,20200509,20200504,11855,SO56889,35.00
16177,485,20200427,20200509,20200504,13421,SO56890,21.98
16178,480,20200427,20200509,20200504,13421,SO56890,2.29
16179,537,20200427,20200509,20200504,11866,SO56891,35.00
16180,225,20200427,20200509,20200504,13586,SO56892,8.99
16181,581,20200427,20200509,20200504,20668,SO56893,1700.99
16182,231,20200427,20200509,20200504,20668,SO56893,49.99
16183,594,20200427,20200509,20200504,15885,SO56894,564.99
16184,477,20200427,20200509,20200504,15885,SO56894,4.99
16185,478,20200427,20200509,20200504,15885,SO56894,9.99
16186,217,20200427,20200509,20200504,15885,SO56894,34.99
16187,353,20200427,20200509,20200504,11630,SO56895,2319.99
16188,537,20200427,20200509,20200504,11630,SO56895,35.00
16189,357,20200427,20200509,20200504,12929,SO56896,2319.99
16190,485,20200427,20200509,20200504,12929,SO56896,21.98
16191,214,20200427,20200509,20200504,12929,SO56896,34.99
16192,604,20200427,20200509,20200504,20989,SO56897,539.99
16193,538,20200427,20200509,20200504,20989,SO56897,21.49
16194,225,20200427,20200509,20200504,20989,SO56897,8.99
16195,604,20200427,20200509,20200504,20991,SO56898,539.99
16196,374,20200427,20200509,20200504,17051,SO56899,2443.35
16197,529,20200427,20200509,20200504,17051,SO56899,3.99
16198,540,20200427,20200509,20200504,17051,SO56899,32.60
16199,480,20200427,20200509,20200504,17051,SO56899,2.29
16200,355,20200427,20200509,20200504,12350,SO56900,2319.99
16201,569,20200427,20200509,20200504,24418,SO56901,742.35
16202,479,20200427,20200509,20200504,24418,SO56901,8.99
16203,357,20200427,20200509,20200504,12004,SO56902,2319.99
16204,361,20200427,20200509,20200504,11120,SO56903,2294.99
16205,537,20200427,20200509,20200504,11120,SO56903,35.00
16206,528,20200427,20200509,20200504,11120,SO56903,4.99
16207,222,20200427,20200509,20200504,11120,SO56903,34.99
16208,465,20200427,20200509,20200504,11120,SO56903,24.49
16209,604,20200427,20200509,20200504,22880,SO56904,539.99
16210,479,20200427,20200509,20200504,22880,SO56904,8.99
16211,604,20200427,20200509,20200504,22887,SO56905,539.99
16212,479,20200427,20200509,20200504,22887,SO56905,8.99
16213,477,20200427,20200509,20200504,22887,SO56905,4.99
16214,467,20200427,20200509,20200504,22887,SO56905,24.49
16215,575,20200427,20200509,20200504,12640,SO56906,2384.07
16216,225,20200427,20200509,20200504,12640,SO56906,8.99
16217,382,20200428,20200510,20200505,16524,SO56907,1120.49
16218,214,20200428,20200510,20200505,16524,SO56907,34.99
16219,363,20200428,20200510,20200505,12653,SO56908,2294.99
16220,478,20200428,20200510,20200505,12653,SO56908,9.99
16221,477,20200428,20200510,20200505,12653,SO56908,4.99
16222,491,20200428,20200510,20200505,12653,SO56908,53.99
16223,465,20200428,20200510,20200505,12653,SO56908,24.49
16224,353,20200428,20200510,20200505,12131,SO56909,2319.99
16225,214,20200428,20200510,20200505,12131,SO56909,34.99
16226,479,20200428,20200510,20200505,11019,SO56910,8.99
16227,484,20200428,20200510,20200505,28599,SO56911,7.95
16228,217,20200428,20200510,20200505,28783,SO56912,34.99
16229,528,20200428,20200510,20200505,21208,SO56913,4.99
16230,217,20200428,20200510,20200505,21208,SO56913,34.99
16231,217,20200428,20200510,20200505,13037,SO56914,34.99
16232,540,20200428,20200510,20200505,14124,SO56915,32.60
16233,598,20200428,20200510,20200505,17744,SO56916,539.99
16234,222,20200428,20200510,20200505,17744,SO56916,34.99
16235,225,20200428,20200510,20200505,17744,SO56916,8.99
16236,372,20200428,20200510,20200505,24558,SO56917,2443.35
16237,217,20200428,20200510,20200505,24558,SO56917,34.99
16238,225,20200428,20200510,20200505,24558,SO56917,8.99
16239,529,20200428,20200510,20200505,28866,SO56918,3.99
16240,539,20200428,20200510,20200505,28866,SO56918,24.99
16241,214,20200428,20200510,20200505,28866,SO56918,34.99
16242,489,20200428,20200510,20200505,28866,SO56918,53.99
16243,529,20200428,20200510,20200505,29177,SO56919,3.99
16244,539,20200428,20200510,20200505,29177,SO56919,24.99
16245,538,20200428,20200510,20200505,11212,SO56920,21.49
16246,480,20200428,20200510,20200505,11212,SO56920,2.29
16247,541,20200428,20200510,20200505,26696,SO56921,28.99
16248,530,20200428,20200510,20200505,26696,SO56921,4.99
16249,222,20200428,20200510,20200505,26696,SO56921,34.99
16250,540,20200428,20200510,20200505,24982,SO56922,32.60
16251,480,20200428,20200510,20200505,24982,SO56922,2.29
16252,478,20200428,20200510,20200505,21782,SO56923,9.99
16253,477,20200428,20200510,20200505,21782,SO56923,4.99
16254,217,20200428,20200510,20200505,21782,SO56923,34.99
16255,478,20200428,20200510,20200505,14274,SO56924,9.99
16256,475,20200428,20200510,20200505,11769,SO56925,69.99
16257,225,20200428,20200510,20200505,11769,SO56925,8.99
16258,474,20200428,20200510,20200505,20326,SO56926,69.99
16259,228,20200428,20200510,20200505,20326,SO56926,49.99
16260,481,20200428,20200510,20200505,20326,SO56926,8.99
16261,475,20200428,20200510,20200505,19242,SO56927,69.99
16262,528,20200428,20200510,20200505,15544,SO56928,4.99
16263,485,20200428,20200510,20200505,15544,SO56928,21.98
16264,217,20200428,20200510,20200505,15544,SO56928,34.99
16265,237,20200428,20200510,20200505,15544,SO56928,49.99
16266,528,20200428,20200510,20200505,14594,SO56929,4.99
16267,486,20200428,20200510,20200505,14594,SO56929,159.00
16268,528,20200428,20200510,20200505,19862,SO56930,4.99
16269,540,20200428,20200510,20200505,14202,SO56931,32.60
16270,485,20200428,20200510,20200505,16192,SO56932,21.98
16271,234,20200428,20200510,20200505,16192,SO56932,49.99
16272,536,20200428,20200510,20200505,17843,SO56933,29.99
16273,472,20200428,20200510,20200505,17843,SO56933,63.50
16274,477,20200428,20200510,20200505,12295,SO56934,4.99
16275,214,20200428,20200510,20200505,12295,SO56934,34.99
16276,538,20200428,20200510,20200505,25667,SO56935,21.49
16277,480,20200428,20200510,20200505,25667,SO56935,2.29
16278,530,20200428,20200510,20200505,12814,SO56936,4.99
16279,465,20200428,20200510,20200505,12814,SO56936,24.49
16280,530,20200428,20200510,20200505,17881,SO56937,4.99
16281,487,20200428,20200510,20200505,17881,SO56937,54.99
16282,537,20200428,20200510,20200505,11789,SO56938,35.00
16283,480,20200428,20200510,20200505,11789,SO56938,2.29
16284,537,20200428,20200510,20200505,11846,SO56939,35.00
16285,587,20200428,20200510,20200505,14106,SO56940,769.49
16286,528,20200428,20200510,20200505,14106,SO56940,4.99
16287,536,20200428,20200510,20200505,14106,SO56940,29.99
16288,217,20200428,20200510,20200505,14106,SO56940,34.99
16289,571,20200428,20200510,20200505,26357,SO56941,742.35
16290,222,20200428,20200510,20200505,26357,SO56941,34.99
16291,589,20200428,20200510,20200505,17046,SO56942,769.49
16292,474,20200428,20200510,20200505,17046,SO56942,69.99
16293,231,20200428,20200510,20200505,17046,SO56942,49.99
16294,580,20200428,20200510,20200505,18768,SO56943,1700.99
16295,214,20200428,20200510,20200505,18768,SO56943,34.99
16296,583,20200428,20200510,20200505,14130,SO56944,1700.99
16297,529,20200428,20200510,20200505,14130,SO56944,3.99
16298,539,20200428,20200510,20200505,14130,SO56944,24.99
16299,214,20200428,20200510,20200505,14130,SO56944,34.99
16300,562,20200428,20200510,20200505,29180,SO56945,2384.07
16301,479,20200428,20200510,20200505,29180,SO56945,8.99
16302,477,20200428,20200510,20200505,29180,SO56945,4.99
16303,490,20200428,20200510,20200505,29180,SO56945,53.99
16304,380,20200428,20200510,20200505,19102,SO56946,2443.35
16305,484,20200428,20200510,20200505,19102,SO56946,7.95
16306,595,20200428,20200510,20200505,17515,SO56947,564.99
16307,363,20200428,20200510,20200505,12354,SO56948,2294.99
16308,477,20200428,20200510,20200505,12354,SO56948,4.99
16309,478,20200428,20200510,20200505,12354,SO56948,9.99
16310,359,20200428,20200510,20200505,12360,SO56949,2294.99
16311,359,20200428,20200510,20200505,12667,SO56950,2294.99
16312,478,20200428,20200510,20200505,12667,SO56950,9.99
16313,477,20200428,20200510,20200505,12667,SO56950,4.99
16314,217,20200428,20200510,20200505,12667,SO56950,34.99
16315,567,20200428,20200510,20200505,28845,SO56951,742.35
16316,584,20200428,20200510,20200505,22074,SO56952,539.99
16317,479,20200428,20200510,20200505,22074,SO56952,8.99
16318,477,20200428,20200510,20200505,22074,SO56952,4.99
16319,604,20200428,20200510,20200505,22078,SO56953,539.99
16320,538,20200428,20200510,20200505,22078,SO56953,21.49
16321,480,20200428,20200510,20200505,22078,SO56953,2.29
16322,388,20200428,20200510,20200505,19892,SO56954,1120.49
16323,222,20200428,20200510,20200505,19892,SO56954,34.99
16324,604,20200428,20200510,20200505,28916,SO56955,539.99
16325,477,20200428,20200510,20200505,28916,SO56955,4.99
16326,479,20200428,20200510,20200505,28916,SO56955,8.99
16327,484,20200428,20200510,20200505,28916,SO56955,7.95
16328,584,20200428,20200510,20200505,21673,SO56956,539.99
16329,477,20200428,20200510,20200505,21673,SO56956,4.99
16330,479,20200428,20200510,20200505,21673,SO56956,8.99
16331,217,20200428,20200510,20200505,21673,SO56956,34.99
16332,231,20200428,20200510,20200505,21673,SO56956,49.99
16333,606,20200428,20200510,20200505,13258,SO56957,539.99
16334,479,20200428,20200510,20200505,13258,SO56957,8.99
16335,477,20200428,20200510,20200505,13258,SO56957,4.99
16336,484,20200428,20200510,20200505,13258,SO56957,7.95
16337,573,20200428,20200510,20200505,24140,SO56958,2384.07
16338,214,20200428,20200510,20200505,24140,SO56958,34.99
16339,384,20200429,20200511,20200506,23547,SO56959,1120.49
16340,222,20200429,20200511,20200506,23547,SO56959,34.99
16341,353,20200429,20200511,20200506,13251,SO56960,2319.99
16342,480,20200429,20200511,20200506,13251,SO56960,2.29
16343,359,20200429,20200511,20200506,13771,SO56961,2294.99
16344,528,20200429,20200511,20200506,13771,SO56961,4.99
16345,537,20200429,20200511,20200506,13771,SO56961,35.00
16346,222,20200429,20200511,20200506,13771,SO56961,34.99
16347,225,20200429,20200511,20200506,13771,SO56961,8.99
16348,539,20200429,20200511,20200506,17227,SO56962,24.99
16349,485,20200429,20200511,20200506,23570,SO56963,21.98
16350,528,20200429,20200511,20200506,27496,SO56964,4.99
16351,537,20200429,20200511,20200506,27496,SO56964,35.00
16352,480,20200429,20200511,20200506,27496,SO56964,2.29
16353,530,20200429,20200511,20200506,23096,SO56965,4.99
16354,480,20200429,20200511,20200506,23096,SO56965,2.29
16355,234,20200429,20200511,20200506,16734,SO56966,49.99
16356,214,20200429,20200511,20200506,15795,SO56967,34.99
16357,482,20200429,20200511,20200506,15795,SO56967,8.99
16358,234,20200429,20200511,20200506,14228,SO56968,49.99
16359,378,20200429,20200511,20200506,23922,SO56969,2443.35
16360,479,20200429,20200511,20200506,23922,SO56969,8.99
16361,477,20200429,20200511,20200506,23922,SO56969,4.99
16362,225,20200429,20200511,20200506,23922,SO56969,8.99
16363,529,20200429,20200511,20200506,27221,SO56970,3.99
16364,541,20200429,20200511,20200506,27237,SO56971,28.99
16365,528,20200429,20200511,20200506,17119,SO56972,4.99
16366,535,20200429,20200511,20200506,17119,SO56972,24.99
16367,214,20200429,20200511,20200506,17119,SO56972,34.99
16368,228,20200429,20200511,20200506,17119,SO56972,49.99
16369,478,20200429,20200511,20200506,21743,SO56973,9.99
16370,477,20200429,20200511,20200506,21743,SO56973,4.99
16371,217,20200429,20200511,20200506,21743,SO56973,34.99
16372,536,20200429,20200511,20200506,23389,SO56974,29.99
16373,528,20200429,20200511,20200506,23389,SO56974,4.99
16374,480,20200429,20200511,20200506,23389,SO56974,2.29
16375,477,20200429,20200511,20200506,14363,SO56975,4.99
16376,478,20200429,20200511,20200506,14363,SO56975,9.99
16377,478,20200429,20200511,20200506,20458,SO56976,9.99
16378,477,20200429,20200511,20200506,20458,SO56976,4.99
16379,217,20200429,20200511,20200506,20458,SO56976,34.99
16380,475,20200429,20200511,20200506,28035,SO56977,69.99
16381,477,20200429,20200511,20200506,19216,SO56978,4.99
16382,237,20200429,20200511,20200506,19216,SO56978,49.99
16383,477,20200429,20200511,20200506,25925,SO56979,4.99
16384,225,20200429,20200511,20200506,25925,SO56979,8.99
16385,528,20200429,20200511,20200506,28292,SO56980,4.99
16386,485,20200429,20200511,20200506,28292,SO56980,21.98
16387,217,20200429,20200511,20200506,28292,SO56980,34.99
16388,528,20200429,20200511,20200506,16249,SO56981,4.99
16389,481,20200429,20200511,20200506,16249,SO56981,8.99
16390,528,20200429,20200511,20200506,17486,SO56982,4.99
16391,217,20200429,20200511,20200506,17486,SO56982,34.99
16392,228,20200429,20200511,20200506,17486,SO56982,49.99
16393,528,20200429,20200511,20200506,15405,SO56983,4.99
16394,480,20200429,20200511,20200506,15405,SO56983,2.29
16395,484,20200429,20200511,20200506,15405,SO56983,7.95
16396,485,20200429,20200511,20200506,21742,SO56984,21.98
16397,225,20200429,20200511,20200506,21742,SO56984,8.99
16398,485,20200429,20200511,20200506,15838,SO56985,21.98
16399,222,20200429,20200511,20200506,15838,SO56985,34.99
16400,474,20200429,20200511,20200506,14804,SO56986,69.99
16401,529,20200429,20200511,20200506,23757,SO56987,3.99
16402,217,20200429,20200511,20200506,23757,SO56987,34.99
16403,536,20200429,20200511,20200506,20574,SO56988,29.99
16404,481,20200429,20200511,20200506,20574,SO56988,8.99
16405,541,20200429,20200511,20200506,12865,SO56989,28.99
16406,530,20200429,20200511,20200506,12865,SO56989,4.99
16407,480,20200429,20200511,20200506,12865,SO56989,2.29
16408,541,20200429,20200511,20200506,13785,SO56990,28.99
16409,530,20200429,20200511,20200506,13785,SO56990,4.99
16410,479,20200429,20200511,20200506,13785,SO56990,8.99
16411,477,20200429,20200511,20200506,13785,SO56990,4.99
16412,217,20200429,20200511,20200506,13785,SO56990,34.99
16413,530,20200429,20200511,20200506,25665,SO56991,4.99
16414,537,20200429,20200511,20200506,12107,SO56992,35.00
16415,537,20200429,20200511,20200506,11932,SO56993,35.00
16416,528,20200429,20200511,20200506,11932,SO56993,4.99
16417,480,20200429,20200511,20200506,11932,SO56993,2.29
16418,225,20200429,20200511,20200506,12227,SO56994,8.99
16419,217,20200429,20200511,20200506,12227,SO56994,34.99
16420,596,20200429,20200511,20200506,13067,SO56995,539.99
16421,485,20200429,20200511,20200506,13067,SO56995,21.98
16422,488,20200429,20200511,20200506,13067,SO56995,53.99
16423,378,20200429,20200511,20200506,22903,SO56996,2443.35
16424,540,20200429,20200511,20200506,22903,SO56996,32.60
16425,363,20200429,20200511,20200506,11696,SO56997,2294.99
16426,355,20200429,20200511,20200506,13190,SO56998,2319.99
16427,565,20200429,20200511,20200506,14833,SO56999,742.35
16428,541,20200429,20200511,20200506,14833,SO56999,28.99
16429,606,20200429,20200511,20200506,27340,SO57000,539.99
16430,538,20200429,20200511,20200506,27340,SO57000,21.49
16431,529,20200429,20200511,20200506,27340,SO57000,3.99
16432,480,20200429,20200511,20200506,27340,SO57000,2.29
16433,604,20200429,20200511,20200506,27299,SO57001,539.99
16434,574,20200429,20200511,20200506,29295,SO57002,2384.07
16435,575,20200429,20200511,20200506,28957,SO57003,2384.07
16436,217,20200429,20200511,20200506,28957,SO57003,34.99
16437,355,20200429,20200511,20200506,11147,SO57004,2319.99
16438,485,20200429,20200511,20200506,11147,SO57004,21.98
16439,214,20200429,20200511,20200506,11147,SO57004,34.99
16440,577,20200429,20200511,20200506,25379,SO57005,1214.85
16441,225,20200429,20200511,20200506,25049,SO57006,8.99
16442,561,20200429,20200511,20200506,25049,SO57006,2384.07
16443,390,20200429,20200511,20200506,19744,SO57007,1120.49
16444,228,20200429,20200511,20200506,19744,SO57007,49.99
16445,225,20200429,20200511,20200506,19744,SO57007,8.99
16446,384,20200429,20200511,20200506,19867,SO57008,1120.49
16447,222,20200429,20200511,20200506,19867,SO57008,34.99
16448,584,20200429,20200511,20200506,22541,SO57009,539.99
16449,479,20200429,20200511,20200506,22541,SO57009,8.99
16450,477,20200429,20200511,20200506,22541,SO57009,4.99
16451,217,20200429,20200511,20200506,22541,SO57009,34.99
16452,584,20200429,20200511,20200506,13259,SO57010,539.99
16453,538,20200429,20200511,20200506,13259,SO57010,21.49
16454,529,20200429,20200511,20200506,13259,SO57010,3.99
16455,222,20200429,20200511,20200506,13259,SO57010,34.99
16456,225,20200429,20200511,20200506,13259,SO57010,8.99
16457,234,20200429,20200511,20200506,13259,SO57010,49.99
16458,561,20200429,20200511,20200506,12637,SO57011,2384.07
16459,222,20200429,20200511,20200506,12637,SO57011,34.99
16460,388,20200430,20200512,20200507,23572,SO57191,1120.49
16461,488,20200430,20200512,20200507,23572,SO57191,53.99
16462,529,20200430,20200512,20200507,11183,SO57192,3.99
16463,480,20200430,20200512,20200507,11183,SO57192,2.29
16464,485,20200430,20200512,20200507,16338,SO57193,21.98
16465,214,20200430,20200512,20200507,16338,SO57193,34.99
16466,490,20200430,20200512,20200507,16338,SO57193,53.99
16467,465,20200430,20200512,20200507,28717,SO57194,24.49
16468,477,20200430,20200512,20200507,28717,SO57194,4.99
16469,476,20200430,20200512,20200507,26762,SO57195,69.99
16470,471,20200430,20200512,20200507,26762,SO57195,63.50
16471,541,20200430,20200512,20200507,19610,SO57196,28.99
16472,530,20200430,20200512,20200507,19610,SO57196,4.99
16473,214,20200430,20200512,20200507,19610,SO57196,34.99
16474,477,20200430,20200512,20200507,11068,SO57197,4.99
16475,479,20200430,20200512,20200507,11068,SO57197,8.99
16476,467,20200430,20200512,20200507,11068,SO57197,24.49
16477,488,20200430,20200512,20200507,11200,SO57198,53.99
16478,225,20200430,20200512,20200507,11619,SO57199,8.99
